,SAMPLE_ID,식품코드,식품명,식품대분류,식품상세분류
99,D000195-ZZ-AVG,D000195,쑥갓나물무침,생채및 무침류,나물.채소류무침
100,D000200-ZZ-AVG,D000200,쥐치채,생채및 무침류,어패류무침
101,D000201-ZZ-AVG,D000201,청포묵무침,생채및 무침류,기타 생채.무침류
102,D000202-ZZ-AVG,D000202,탕평채,생채및 무침류,기타 생채.무침류
103,D000205-ZZ-AVG,D000205,홍어무침,생채및 무침류,어패류무침
104,D000206-ZZ-AVG,D000206,고추장불고기 삼각김밥,밥류,김밥(초밥)류
105,D000207-103-AVG,D000207,곤드레나물밥,밥류,기타 밥류
106,D000208-104-AVG,D000208,국밥,밥류,기타 밥류
107,D000212-ZZ-AVG,D000212,농어초밥,밥류,김밥(초밥)류
108,D000213-105-AVG,D000213,돼지국밥,밥류,기타 밥류
109,D000214-ZZ-AVG,D000214,류산슬덮밥,밥류,덮밥류
110,D000215-02-AVG,D000215,멍게비빔밥,밥류,비빔밥류
111,D000216-ZZ-AVG,D000216,멸치주먹밥,밥류,김밥(초밥)류
112,D000217-106-AVG,D000217,묵밥,밥류,기타 밥류
113,D000218-ZZ-AVG,D000218,문어초밥,밥류,김밥(초밥)류
114,D000222-107-AVG,D000222,비빔밥,밥류,비빔밥류
115,D000223-ZZ-AVG,D000223,삼선볶음밥,밥류,볶음밥류
116,D000225-ZZ-AVG,D000225,새우초밥,밥류,김밥(초밥)류
117,D000226-ZZ-AVG,D000226,새우튀김롤,밥류,김밥(초밥)류
118,D000227-ZZ-AVG,D000227,샐러드김밥,밥류,김밥(초밥)류
119,D000228-ZZ-AVG,D000228,생선초밥(광어),밥류,김밥(초밥)류
120,D000229-ZZ-AVG,D000229,생선초밥(모듬),밥류,김밥(초밥)류
121,D000230-ZZ-AVG,D000230,소고기국밥,밥류,기타 밥류
122,D000231-ZZ-AVG,D000231,소고기김밥,밥류,김밥(초밥)류
123,D000232-ZZ-AVG,D000232,송이덮밥,밥류,덮밥류
124,D000233-ZZ-AVG,D000233,숯불갈비 삼각김밥,밥류,김밥(초밥)류
125,D000235-117-AVG,D000235,약초비빔밥,밥류,비빔밥류
126,D000236-ZZ-AVG,D000236,연어롤,밥류,김밥(초밥)류
127,D000237-ZZ-AVG,D000237,연어초밥,밥류,김밥(초밥)류
128,D000238-ZZ-AVG,D000238,오곡밥,밥류,쌀밥.잡곡밥류
129,D000243-ZZ-AVG,D000243,자장밥,밥류,덮밥류
130,D000245-ZZ-AVG,D000245,잡탕밥,밥류,덮밥류
131,D000246-ZZ-AVG,D000246,장어덮밥,밥류,덮밥류
132,D000247-ZZ-AVG,D000247,장어초밥,밥류,김밥(초밥)류
133,D000251-ZZ-AVG,D000251,참치덮밥,밥류,덮밥류
134,D000252-ZZ-AVG,D000252,참치마요네즈 삼각김밥,밥류,김밥(초밥)류
135,D000253-ZZ-AVG,D000253,충무김밥,밥류,김밥(초밥)류
136,D000256-ZZ-AVG,D000256,캘리포니아롤,밥류,김밥(초밥)류
137,D000258-ZZ-AVG,D000258,한치초밥,밥류,김밥(초밥)류
138,D000259-ZZ-AVG,D000259,해물덮밥,밥류,덮밥류
139,D000260-ZZ-AVG,D000260,해물볶음밥,밥류,볶음밥류
140,D000261-ZZ-AVG,D000261,회덮밥,밥류,덮밥류
141,D000265-ZZ-AVG,D000265,깻잎나물볶음,볶음류,채소류볶음
142,D000268-ZZ-AVG,D000268,돼지고기볶음,볶음류,육류볶음
143,D000269-ZZ-AVG,D000269,돼지껍데기볶음,볶음류,육류볶음
144,D000270-ZZ-AVG,D000270,두부김치,볶음류,채소류볶음
145,D000273-ZZ-AVG,D000273,머위나물볶음,볶음류,채소류볶음
146,D000274-ZZ-AVG,D000274,멸치풋고추볶음,볶음류,어패류볶음
147,D000276-ZZ-AVG,D000276,소세지볶음,볶음류,육류볶음
148,D000277-ZZ-AVG,D000277,순대볶음,볶음류,육류볶음
149,D000278-ZZ-AVG,D000278,양송이버섯볶음,볶음류,채소류볶음
150,D000281-ZZ-AVG,D000281,오삼불고기,볶음류,육류볶음
151,D000285-ZZ-AVG,D000285,주꾸미볶음,볶음류,어패류볶음
152,D000286-ZZ-AVG,D000286,표고버섯볶음,볶음류,채소류볶음
153,D000287-ZZ-AVG,D000287,해물볶음,볶음류,어패류볶음
154,D000288-ZZ-AVG,D000288,곰보빵,빵류,기타 빵류
155,D000291-ZZ-AVG,D000291,만주,빵류,앙금빵류
156,D000294-ZZ-AVG,D000294,버터크림빵,빵류,크림빵류
157,D000297-ZZ-AVG,D000297,불고기피자,빵류,피자류
158,D000299-ZZ-AVG,D000299,참치샌드위치,빵류,샌드위치류
159,D000300-ZZ-AVG,D000300,찹쌀도우넛,빵류,도넛류
160,D000301-ZZ-AVG,D000301,채소고로케,빵류,기타 빵류
161,D000302-ZZ-AVG,D000302,초콜릿케이크,빵류,케이크류
162,D000303-ZZ-AVG,D000303,치즈케이크,빵류,케이크류
163,D000304-ZZ-AVG,D000304,치즈피자,빵류,피자류
164,D000308-ZZ-AVG,D000308,페이스트리빵,빵류,페이스트리류
165,D000309-ZZ-AVG,D000309,페퍼로니피자,빵류,피자류
166,D000310-ZZ-AVG,D000310,포테이토피자,빵류,피자류
167,D000313-ZZ-AVG,D000313,수정과,음료 및 차류,기타 음료류
168,D000314-ZZ-AVG,D000314,식혜,음료 및 차류,기타 음료류
169,D000316-ZZ-AVG,D000316,간장마늘쫑장아찌,장아찌 및 절임류,장아찌.절임류
170,D000317-ZZ-AVG,D000317,고추장마늘쫑장아찌,장아찌 및 절임류,장아찌.절임류
171,D000321-ZZ-AVG,D000321,매실장아찌,장아찌 및 절임류,장아찌.절임류
172,D000322-ZZ-AVG,D000322,무장아찌,장아찌 및 절임류,장아찌.절임류
173,D000327-ZZ-AVG,D000327,낙지꼬지,전.적 및 부침류,어패류전
174,D000329-ZZ-AVG,D000329,소고기산적,전.적 및 부침류,적류
175,D000330-ZZ-AVG,D000330,소라산적,전.적 및 부침류,적류
176,D000331-ZZ-AVG,D000331,오징어산적,전.적 및 부침류,적류
177,D000333-ZZ-AVG,D000333,홍합산적,전.적 및 부침류,적류
178,D000334-ZZ-AVG,D000334,가자미전,전.적 및 부침류,어패류전
179,D000336-ZZ-AVG,D000336,고추전,전.적 및 부침류,채소류전
180,D000337-ZZ-AVG,D000337,굴전,전.적 및 부침류,어패류전
181,D000339-ZZ-AVG,D000339,깻잎전,전.적 및 부침류,채소류전
182,D000340-ZZ-AVG,D000340,녹두빈대떡,전.적 및 부침류,부침류
183,D000342-ZZ-AVG,D000342,동그랑땡(육원전),전.적 및 부침류,육류전
184,D000343-ZZ-AVG,D000343,동태전,전.적 및 부침류,어패류전
185,D000345-ZZ-AVG,D000345,두부전,전.적 및 부침류,채소류전
186,D000346-ZZ-AVG,D000346,미나리전,전.적 및 부침류,채소류전
187,D000347-ZZ-AVG,D000347,배추전,전.적 및 부침류,채소류전
188,D000348-ZZ-AVG,D000348,버섯전,전.적 및 부침류,채소류전
189,D000350-ZZ-AVG,D000350,야채전,전.적 및 부침류,채소류전
190,D000351-ZZ-AVG,D000351,파전,전.적 및 부침류,채소류전
191,D000353-ZZ-AVG,D000353,햄부침,전.적 및 부침류,육류전
192,D000354-ZZ-AVG,D000354,호박부침개,전.적 및 부침류,채소류전
193,D000355-ZZ-AVG,D000355,호박전,전.적 및 부침류,채소류전
194,D000356-ZZ-AVG,D000356,화양적,전.적 및 부침류,적류
195,D000357-ZZ-AVG,D000357,가자미조림,조림류,어패류조림
196,D000360-ZZ-AVG,D000360,고추조림,조림류,채소류조림
197,D000362-ZZ-AVG,D000362,동태조림,조림류,어패류조림
198,D000363-ZZ-AVG,D000363,돼지고기메추리알장조림,조림류,육류조림
199,D000366-ZZ-AVG,D000366,북어조림,조림류,어패류조림
200,D000367-ZZ-AVG,D000367,소고기메추리알장조림,조림류,육류조림
201,D000370-ZZ-AVG,D000370,조기조림,조림류,어패류조림
202,D000372-ZZ-AVG,D000372,게살죽,죽 및 스프류,죽류
203,D000373-ZZ-AVG,D000373,깨죽,죽 및 스프류,죽류
204,D000375-109-AVG,D000375,백합죽,죽 및 스프류,죽류
205,D000376-ZZ-AVG,D000376,소고기버섯죽,죽 및 스프류,죽류
206,D000377-110-AVG,D000377,어죽,죽 및 스프류,죽류
207,D000378-ZZ-AVG,D000378,잣죽,죽 및 스프류,죽류
208,D000380-ZZ-AVG,D000380,참치죽,죽 및 스프류,죽류
209,D000384-ZZ-AVG,D000384,고등어찌개,찌개 및 전골류,어패류찌개.전골
210,D000385-ZZ-AVG,D000385,김치찌개,찌개 및 전골류,채소류찌개.전골
211,D000386-ZZ-AVG,D000386,꽁치찌개,찌개 및 전골류,어패류찌개.전골
212,D000389-ZZ-AVG,D000389,두부전골,찌개 및 전골류,채소류찌개.전골
213,D000390-ZZ-AVG,D000390,버섯찌개,찌개 및 전골류,채소류찌개.전골
214,D000392-111-AVG,D000392,부대찌개,찌개 및 전골류,육류찌개.전골
215,D000393-ZZ-AVG,D000393,새우젓두부찌개,찌개 및 전골류,채소류찌개.전골
216,D000394-ZZ-AVG,D000394,소곱창전골,찌개 및 전골류,육류찌개.전골
217,D000399-ZZ-AVG,D000399,햄김치찌개,찌개 및 전골류,육류찌개.전골
218,D000400-ZZ-AVG,D000400,호박찌개,찌개 및 전골류,채소류찌개.전골
219,D000404-ZZ-AVG,D000404,대구찜,찜류,어패류찜
220,D000406-ZZ-AVG,D000406,동태찜,찜류,어패류찜
221,D000408-ZZ-AVG,D000408,돼지등갈비찜,찜류,육류찜
222,D000409-ZZ-AVG,D000409,돼지머리고기,찜류,육류찜
223,D000410-112-AVG,D000410,매운갈비찜,찜류,육류찜
224,D000414-ZZ-AVG,D000414,북어찜,찜류,어패류찜
225,D000415-100-AVG,D000415,붕어찜,찜류,어패류찜
226,D000416-ZZ-AVG,D000416,소갈비찜,찜류,육류찜
227,D000417-ZZ-AVG,D000417,순대,찜류,육류찜
228,D000418-ZZ-AVG,D000418,아구찜,찜류,어패류찜
230,D000420-113-AVG,D000420,안동찜닭,찜류,육류찜
231,D000422-ZZ-AVG,D000422,조기찜,찜류,어패류찜
232,D000424-ZZ-AVG,D000424,참꼬막,찜류,어패류찜
233,D000426-ZZ-AVG,D000426,해물찜,찜류,어패류찜
234,D000432-114-AVG,D000432,곰탕,국 및 탕류,육류국.탕
235,D000433-ZZ-AVG,D000433,광어매운탕,국 및 탕류,어패류국.탕
236,D000436-ZZ-AVG,D000436,낙지탕,국 및 탕류,어패류국.탕
237,D000440-ZZ-AVG,D000440,대구매운탕,국 및 탕류,어패류국.탕
238,D000441-ZZ-AVG,D000441,대구지리탕,국 및 탕류,어패류국.탕
239,D000443-ZZ-AVG,D000443,메기매운탕,국 및 탕류,어패류국.탕
240,D000444-ZZ-AVG,D000444,복지리탕,국 및 탕류,어패류국.탕
241,D000447-ZZ-AVG,D000447,소탕,국 및 탕류,육류국.탕
242,D000448-ZZ-AVG,D000448,아구탕,국 및 탕류,어패류국.탕
243,D000450-ZZ-AVG,D000450,어탕,국 및 탕류,어패류국.탕
244,D000451-ZZ-AVG,D000451,연포탕,국 및 탕류,어패류국.탕
245,D000453-ZZ-AVG,D000453,우럭매운탕,국 및 탕류,어패류국.탕
246,D000456-ZZ-AVG,D000456,전복탕,국 및 탕류,어패류국.탕
247,D000457-ZZ-AVG,D000457,조기매운탕,국 및 탕류,어패류국.탕
248,D000458-115-AVG,D000458,짱뚱어탕,국 및 탕류,어패류국.탕
249,D000460-116-AVG,D000460,추어탕,국 및 탕류,어패류국.탕
250,D000461-ZZ-AVG,D000461,해물탕,국 및 탕류,어패류국.탕
251,D000463-ZZ-AVG,D000463,고구마맛탕,튀김류,채소류튀김
252,D000464-ZZ-AVG,D000464,고구마튀김,튀김류,채소류튀김
253,D000465-ZZ-AVG,D000465,고추튀김,튀김류,채소류튀김
254,D000468-ZZ-AVG,D000468,닭튀김,튀김류,육류튀김
255,D000469-ZZ-AVG,D000469,등심돈가스,튀김류,육류튀김
256,D000470-112-AVG,D000470,모래집튀김,튀김류,육류튀김
257,D000471-ZZ-AVG,D000471,미꾸라지튀김,튀김류,어패류튀김
258,D000473-ZZ-AVG,D000473,생선까스,튀김류,어패류튀김
259,D000474-ZZ-AVG,D000474,안심돈가스,튀김류,육류튀김
260,D000475-ZZ-AVG,D000475,양념치킨,튀김류,치킨류
261,D000477-ZZ-AVG,D000477,쥐포튀김,튀김류,어패류튀김
262,D000479-ZZ-AVG,D000479,치즈돈가스,튀김류,육류튀김
263,D000480-ZZ-AVG,D000480,치킨까스,튀김류,치킨류
264,D000481-ZZ-AVG,D000481,대구포,포류,포류
265,D000483-ZZ-AVG,D000483,매작과,과자류,한과류
266,D000484-ZZ-AVG,D000484,산자,과자류,한과류
267,D000485-ZZ-AVG,D000485,송화다식,과자류,한과류
268,D000486-ZZ-AVG,D000486,약과,과자류,한과류
269,D000487-ZZ-AVG,D000487,유과,과자류,한과류
6759,D018000-ZZ-AVG,D018000,가래떡,곡류 및 서류,떡류
6760,D018001-ZZ-AVG,D018001,깨송편,곡류 및 서류,떡류
6761,D018002-ZZ-AVG,D018002,꿀떡,곡류 및 서류,떡류
6762,D018003-ZZ-AVG,D018003,모듬찰떡,곡류 및 서류,떡류
6763,D018004-ZZ-AVG,D018004,백설기,곡류 및 서류,떡류
6764,D018005-ZZ-AVG,D018005,쑥절편,곡류 및 서류,떡류
6765,D018006-ZZ-AVG,D018006,약식,곡류 및 서류,곡류 및 서류
6766,D018007-ZZ-AVG,D018007,인절미,곡류 및 서류,떡류
6767,D018008-ZZ-AVG,D018008,증편,곡류 및 서류,떡류
6768,D018009-ZZ-AVG,D018009,찐감자,찜류,채소류찜
6769,D018010-ZZ-AVG,D018010,찐고구마,찜류,채소류찜
6770,D018011-ZZ-AVG,D018011,찐옥수수,찜류,채소류찜
6771,D018012-ZZ-AVG,D018012,참깨경단,곡류 및 서류,떡류
6772,D018013-ZZ-AVG,D018013,팥시루떡,곡류 및 서류,떡류
6773,D018014-ZZ-AVG,D018014,팥찹쌀떡,곡류 및 서류,떡류
6774,D018015-ZZ-AVG,D018015,가자미구이,구이류,어패류구이
6775,D018016-ZZ-AVG,D018016,간장양념닭다리구이,구이류,육류구이
6776,D018017-ZZ-AVG,D018017,갈치구이,구이류,어패류구이
6777,D018018-ZZ-AVG,D018018,고등어구이,구이류,어패류구이
6778,D018019-ZZ-AVG,D018019,고등어석쇠구이,구이류,어패류구이
6779,D018020-ZZ-AVG,D018020,굴비구이,구이류,어패류구이
6780,D018021-ZZ-AVG,D018021,꽁치구이,구이류,어패류구이
6781,D018022-ZZ-AVG,D018022,닭고기대파꼬치구이,구이류,육류구이
6782,D018023-ZZ-AVG,D018023,닭구이,구이류,육류구이
6783,D018024-ZZ-AVG,D018024,닭발구이,구이류,육류구이
6784,D018025-ZZ-AVG,D018025,돼지갈비구이,구이류,육류구이
6785,D018026-ZZ-AVG,D018026,돼지고기산적,구이류,육류구이
6786,D018027-ZZ-AVG,D018027,돼지불고기,구이류,육류구이
6787,D018028-ZZ-AVG,D018028,등심스테이크,구이류,육류구이
6788,D018029-ZZ-AVG,D018029,런천미트구이,구이류,육류구이
6789,D018030-ZZ-AVG,D018030,뱅어포구이,구이류,어패류구이
6790,D018031-ZZ-AVG,D018031,버섯구이,구이류,채소류구이
6791,D018032-ZZ-AVG,D018032,삼겹살고추장구이,구이류,육류구이
6792,D018033-ZZ-AVG,D018033,삼겹살구이,구이류,육류구이
6793,D018034-ZZ-AVG,D018034,삼치구이,구이류,어패류구이
6794,D018035-ZZ-AVG,D018035,새송이버섯구이,구이류,채소류구이
6795,D018036-ZZ-AVG,D018036,새우구이,구이류,어패류구이
6796,D018037-ZZ-AVG,D018037,쇠갈비구이,구이류,육류구이
6797,D018038-ZZ-AVG,D018038,쇠곱창구이,구이류,육류구이
6798,D018039-ZZ-AVG,D018039,쇠불고기,구이류,육류구이
6799,D018040-ZZ-AVG,D018040,안심스테이크,구이류,육류구이
6800,D018041-ZZ-AVG,D018041,오리고기구이,구이류,육류구이
6801,D018042-ZZ-AVG,D018042,오리불고기,구이류,육류구이
6802,D018043-ZZ-AVG,D018043,장어고추장구이,구이류,육류구이
6803,D018044-ZZ-AVG,D018044,조기구이,구이류,어패류구이
6804,D018045-ZZ-AVG,D018045,조미김,구이류,어패류구이
6805,D018046-ZZ-AVG,D018046,쥐포구이,구이류,어패류구이
6806,D018047-ZZ-AVG,D018047,참치머리구이,구이류,어패류구이
6807,D018048-ZZ-AVG,D018048,치킨데리야끼,구이류,육류구이
6808,D018049-ZZ-AVG,D018049,키조개구이,구이류,어패류구이
6809,D018050-ZZ-AVG,D018050,표고버섯구이,구이류,채소류구이
6810,D018051-ZZ-AVG,D018051,함박스테이크,구이류,육류구이
6811,D018052-ZZ-AVG,D018052,햄구이,구이류,육류구이
6812,D018053-ZZ-AVG,D018053,갈비탕,국 및 탕류,육류국.탕
6813,D018054-ZZ-AVG,D018054,감자된장국,국 및 탕류,채소류국.탕
6814,D018055-ZZ-AVG,D018055,감잣국,국 및 탕류,채소류국.탕
6816,D018057-ZZ-AVG,D018057,굴무국,국 및 탕류,어패류국.탕
6817,D018058-ZZ-AVG,D018058,근대된장국,국 및 탕류,채소류국.탕
6818,D018059-ZZ-AVG,D018059,김치콩나물국,국 및 탕류,채소류국.탕
6819,D018060-ZZ-AVG,D018060,김칫국,국 및 탕류,채소류국.탕
6820,D018061-ZZ-AVG,D018061,꼬리곰탕,국 및 탕류,육류국.탕
6821,D018062-ZZ-AVG,D018062,냉이된장국,국 및 탕류,채소류국.탕
6822,D018063-ZZ-AVG,D018063,달걀국,국 및 탕류,기타 국류
6823,D018064-ZZ-AVG,D018064,닭개장,국 및 탕류,육류국.탕
6824,D018065-ZZ-AVG,D018065,닭곰탕,국 및 탕류,육류국.탕
6825,D018066-ZZ-AVG,D018066,대합미역국,국 및 탕류,어패류국.탕
6826,D018067-ZZ-AVG,D018067,도가니탕,국 및 탕류,육류국.탕
6827,D018068-ZZ-AVG,D018068,동태국,국 및 탕류,어패류국.탕
6828,D018069-ZZ-AVG,D018069,메밀묵국,국 및 탕류,기타 국류
6829,D018070-ZZ-AVG,D018070,무시래기된장국,국 및 탕류,채소류국.탕
6830,D018071-ZZ-AVG,D018071,미역국,국 및 탕류,어패류국.탕
6831,D018072-ZZ-AVG,D018072,미역냉국,국 및 탕류,냉국류
6832,D018073-ZZ-AVG,D018073,미역된장국,국 및 탕류,어패류국.탕
6833,D018074-ZZ-AVG,D018074,미역오이냉국,국 및 탕류,냉국류
6834,D018075-ZZ-AVG,D018075,배추된장국,국 및 탕류,채소류국.탕
6835,D018076-ZZ-AVG,D018076,북엇국,국 및 탕류,어패류국.탕
6836,D018077-ZZ-AVG,D018077,뼈해장국,국 및 탕류,육류국.탕
6837,D018078-ZZ-AVG,D018078,사골국,국 및 탕류,육류국.탕
6838,D018079-ZZ-AVG,D018079,삼계탕,국 및 탕류,육류국.탕
6839,D018080-ZZ-AVG,D018080,새우미역국,국 및 탕류,어패류국.탕
6840,D018081-ZZ-AVG,D018081,새우탕,국 및 탕류,어패류국.탕
6841,D018082-ZZ-AVG,D018082,선짓국(선지해장국),국 및 탕류,육류국.탕
6842,D018083-ZZ-AVG,D018083,설렁탕,국 및 탕류,육류국.탕
6843,D018084-ZZ-AVG,D018084,쇠고기무국,국 및 탕류,육류국.탕
6844,D018085-ZZ-AVG,D018085,쇠고기미역국,국 및 탕류,육류국.탕
6845,D018086-ZZ-AVG,D018086,쇠고기배춧국,국 및 탕류,육류국.탕
6846,D018087-ZZ-AVG,D018087,순댓국,국 및 탕류,육류국.탕
6847,D018088-ZZ-AVG,D018088,순두부달걀탕,국 및 탕류,기타 국류
6848,D018089-ZZ-AVG,D018089,시금치된장국,국 및 탕류,채소류국.탕
6849,D018090-ZZ-AVG,D018090,쑥된장국,국 및 탕류,채소류국.탕
6850,D018091-ZZ-AVG,D018091,아욱된장국,국 및 탕류,채소류국.탕
6851,D018092-ZZ-AVG,D018092,애호박된장국,국 및 탕류,채소류국.탕
6852,D018093-ZZ-AVG,D018093,어묵국,국 및 탕류,어패류국.탕
6853,D018094-ZZ-AVG,D018094,얼갈이배춧국,국 및 탕류,채소류국.탕
6854,D018095-ZZ-AVG,D018095,오이냉국,국 및 탕류,냉국류
6855,D018096-ZZ-AVG,D018096,오징어국,국 및 탕류,어패류국.탕
6856,D018097-ZZ-AVG,D018097,우거지곰탕,국 및 탕류,채소류국.탕
6857,D018098-ZZ-AVG,D018098,우거지된장국,국 및 탕류,채소류국.탕
6858,D018099-ZZ-AVG,D018099,육개장,국 및 탕류,육류국.탕
6859,D018100-ZZ-AVG,D018100,일본된장국,국 및 탕류,채소류국.탕
6860,D018101-ZZ-AVG,D018101,재첩국,국 및 탕류,어패류국.탕
6861,D018102-ZZ-AVG,D018102,조갯국,국 및 탕류,어패류국.탕
6862,D018103-ZZ-AVG,D018103,콩나물국,국 및 탕류,채소류국.탕
6863,D018104-ZZ-AVG,D018104,콩나물된장국,국 및 탕류,채소류국.탕
6864,D018105-ZZ-AVG,D018105,토란국,국 및 탕류,채소류국.탕
6865,D018106-ZZ-AVG,D018106,해물된장국,국 및 탕류,어패류국.탕
6866,D018107-ZZ-AVG,D018107,호박잎된장국,국 및 탕류,채소류국.탕
6867,D018108-ZZ-AVG,D018108,홍합무국,국 및 탕류,어패류국.탕
6868,D018109-ZZ-AVG,D018109,갓김치,김치류,김치
6869,D018110-ZZ-AVG,D018110,고들빼기김치,김치류,김치
6870,D018111-ZZ-AVG,D018111,깍두기,김치류,김치
6871,D018112-ZZ-AVG,D018112,깻잎김치,김치류,김치
6872,D018113-ZZ-AVG,D018113,나박김치,김치류,김치
6873,D018114-ZZ-AVG,D018114,돌나물물김치,김치류,김치
6874,D018115-ZZ-AVG,D018115,동치미,김치류,김치
6875,D018116-ZZ-AVG,D018116,배추김치,김치류,김치
6876,D018117-ZZ-AVG,D018117,백김치,김치류,김치
6877,D018118-ZZ-AVG,D018118,보쌈김치,김치류,김치
6878,D018119-ZZ-AVG,D018119,부추김치,김치류,김치
6879,D018120-ZZ-AVG,D018120,얼갈이배추김치,김치류,김치
6880,D018121-ZZ-AVG,D018121,열무김치,김치류,김치
6881,D018122-ZZ-AVG,D018122,오이김치,김치류,김치
6882,D018123-ZZ-AVG,D018123,오이소박이,김치류,김치
6883,D018124-ZZ-AVG,D018124,총각김치,김치류,김치
6884,D018125-ZZ-AVG,D018125,파김치,김치류,김치
6885,D018126-ZZ-AVG,D018126,가죽나물무침,생채및 무침류,나물.채소류무침
6886,D018127-ZZ-AVG,D018127,가지나물무침,숙채류,나물.숙채류
6887,D018128-ZZ-AVG,D018128,건취나물무침,숙채류,나물.숙채류
6888,D018129-ZZ-AVG,D018129,고구마줄기나물무침,숙채류,나물.숙채류
6889,D018130-ZZ-AVG,D018130,고사리나물무침,숙채류,나물.숙채류
6890,D018131-ZZ-AVG,D018131,고춧잎나물무침,숙채류,나물.숙채류
6891,D018132-ZZ-AVG,D018132,깻잎나물무침,숙채류,나물.숙채류
6892,D018133-ZZ-AVG,D018133,냉이나물무침,숙채류,나물.숙채류
6893,D018134-ZZ-AVG,D018134,도라지나물무침,숙채류,나물.숙채류
6894,D018135-ZZ-AVG,D018135,머위대나물무침,숙채류,나물.숙채류
6895,D018136-ZZ-AVG,D018136,무나물무침,숙채류,나물.숙채류
6896,D018137-ZZ-AVG,D018137,방풍나물무침,숙채류,나물.숙채류
6897,D018138-ZZ-AVG,D018138,배추나물무침,숙채류,나물.숙채류
6898,D018139-ZZ-AVG,D018139,비름나물무침,숙채류,나물.숙채류
6899,D018140-ZZ-AVG,D018140,숙주나물무침,숙채류,나물.숙채류
6900,D018141-ZZ-AVG,D018141,시금치나물무침,숙채류,나물.숙채류
6901,D018142-ZZ-AVG,D018142,시래기나물무침,숙채류,나물.숙채류
6902,D018143-ZZ-AVG,D018143,씀바귀나물무침,숙채류,나물.숙채류
6903,D018144-ZZ-AVG,D018144,애호박볶음,볶음류,채소류볶음
6904,D018145-ZZ-AVG,D018145,열무나물무침,숙채류,나물.숙채류
6905,D018146-ZZ-AVG,D018146,열무된장나물무침,숙채류,나물.숙채류
6906,D018147-ZZ-AVG,D018147,오이나물무침,숙채류,나물.숙채류
6907,D018148-ZZ-AVG,D018148,유채나물무침,생채및 무침류,나물.채소류무침
6908,D018149-ZZ-AVG,D018149,참나물무침,생채및 무침류,나물.채소류무침
6909,D018150-ZZ-AVG,D018150,취나물된장무침,생채및 무침류,나물.채소류무침
6910,D018151-ZZ-AVG,D018151,콩나물고춧가루무침,생채및 무침류,나물.채소류무침
6911,D018152-ZZ-AVG,D018152,콩나물무침,생채및 무침류,나물.채소류무침
6912,D018153-ZZ-AVG,D018153,토란대나물무침,숙채류,나물.숙채류
6913,D018154-ZZ-AVG,D018154,톳나물무침,생채및 무침류,어패류무침
6914,D018155-ZZ-AVG,D018155,간짜장,면 및 만두류,중식면류
6915,D018156-ZZ-AVG,D018156,고기만두,면 및 만두류,만두류
6916,D018157-ZZ-AVG,D018157,군만두,면 및 만두류,만두류
6917,D018158-ZZ-AVG,D018158,김치만두,면 및 만두류,만두류
6918,D018159-ZZ-AVG,D018159,달걀라면,면 및 만두류,라면류
6919,D018160-ZZ-AVG,D018160,떡국,국 및 탕류,기타 국류
6920,D018161-ZZ-AVG,D018161,떡라면,면 및 만두류,라면류
6921,D018162-ZZ-AVG,D018162,떡만두국,국 및 탕류,기타 국류
6922,D018163-ZZ-AVG,D018163,라면,면 및 만두류,라면류
6924,D018165-ZZ-AVG,D018165,만두,면 및 만두류,만두류
6925,D018166-ZZ-AVG,D018166,메밀국수,면 및 만두류,국수류
6926,D018167-ZZ-AVG,D018167,물냉면,면 및 만두류,국수류
6927,D018168-ZZ-AVG,D018168,물만두,면 및 만두류,만두류
6928,D018169-ZZ-AVG,D018169,미트볼 토마토 스파게티,면 및 만두류,스파게티류
6929,D018170-ZZ-AVG,D018170,바지락칼국수,면 및 만두류,국수류
6930,D018171-ZZ-AVG,D018171,볶음우동,면 및 만두류,국수류
6931,D018172-ZZ-AVG,D018172,비빔국수,면 및 만두류,국수류
